,Applicant_ID,Owned_Car,Owned_Realty,Total_Children,Total_Income,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
392,5009417,0,0,0,90000,1,1,1,0,1,53,2,1,4,1
393,5009418,0,0,0,90000,1,1,1,0,1,53,2,0,7,1
394,5009419,0,0,0,90000,1,1,1,0,1,53,2,0,4,1
395,5009420,0,0,0,90000,1,1,1,0,1,53,2,0,17,1
396,5009421,0,0,0,90000,1,1,1,0,1,53,2,0,9,1
397,5009423,0,0,0,81000,1,0,0,0,2,54,3,0,10,1
398,5009424,0,0,0,108000,1,1,0,0,1,23,4,1,26,1
399,5009425,0,0,0,108000,1,1,0,0,1,23,4,0,19,1
400,5009428,0,0,0,198000,1,1,0,0,1,24,4,0,15,1
401,5009429,0,0,0,198000,1,1,0,0,1,24,4,0,3,1
402,5009431,1,0,0,360000,1,1,1,0,2,41,4,0,14,1
403,5009447,1,0,0,81000,1,1,0,0,2,40,10,0,8,1
404,5009448,1,0,0,81000,1,1,0,0,2,40,10,0,13,1
405,5009450,0,0,0,202500,1,0,1,0,2,48,4,0,23,1
406,5009451,0,0,0,202500,1,0,1,0,2,48,4,0,23,1
407,5009452,0,0,0,202500,1,0,1,0,2,48,4,0,23,1
408,5009453,0,0,0,202500,1,0,1,0,2,48,4,0,17,1
409,5009454,0,0,0,202500,1,0,1,0,2,48,4,0,44,1
410,5009455,0,0,0,202500,1,0,1,0,2,48,4,0,23,1
411,5009456,0,0,0,202500,1,0,1,0,2,48,4,0,60,1
412,5009457,0,0,0,202500,1,0,1,0,2,48,4,0,22,1
413,5009458,0,0,0,202500,1,0,1,0,2,48,4,0,17,1
414,5009484,0,0,0,135000,1,0,0,0,2,34,3,0,18,1
415,5009485,0,0,0,135000,1,0,0,0,2,34,3,0,11,1
416,5009490,1,0,0,135000,1,1,1,0,2,45,18,0,40,1
417,5009492,1,0,0,135000,1,1,1,0,2,45,18,0,40,1
418,5009493,1,0,0,270000,1,1,0,1,2,33,4,0,47,1
419,5009494,1,0,0,270000,1,1,0,1,2,33,4,0,10,1
420,5009495,1,0,0,270000,1,1,0,1,2,33,4,0,30,1
421,5009497,1,0,0,270000,1,1,0,1,2,33,4,0,18,1
422,5009498,1,0,0,270000,1,1,0,1,2,33,4,0,17,1
423,5009499,1,0,0,270000,1,1,0,1,2,33,4,0,17,1
424,5009500,1,0,0,270000,1,1,0,1,2,33,4,0,41,1
425,5009501,1,0,0,270000,1,1,0,1,2,33,4,0,9,1
426,5009502,1,0,0,270000,1,1,0,1,2,33,4,0,18,1
427,5009503,1,0,0,270000,1,1,0,1,2,33,4,0,47,1
428,5009507,0,0,0,202500,1,0,1,0,2,45,14,0,12,1
429,5009508,0,0,0,202500,1,0,1,0,2,45,14,1,11,1
430,5009509,0,0,0,202500,1,0,1,0,2,45,14,0,33,1
431,5009510,0,0,0,202500,1,0,1,0,2,45,14,0,14,1
432,5009512,0,0,0,157500,1,0,0,0,2,47,8,0,23,1
433,5009513,0,0,0,157500,1,0,0,0,2,47,8,1,4,1
434,5009515,0,0,0,157500,1,0,0,0,2,47,8,0,33,1
435,5009516,0,0,0,157500,1,0,0,0,2,47,8,0,53,1
436,5009517,0,0,0,157500,1,0,0,0,2,47,8,0,21,1
437,5009518,1,0,2,180000,1,1,0,0,4,35,6,0,4,1
438,5009519,1,0,2,180000,1,1,0,0,4,35,6,0,29,1
439,5009521,1,0,2,180000,1,1,0,0,4,35,6,0,5,1
440,5009523,1,0,1,112500,1,1,0,0,2,33,4,0,11,1
441,5009524,1,0,1,112500,1,1,0,0,2,33,4,14,6,0
442,5009525,1,0,1,112500,1,1,0,0,2,33,4,0,21,1
443,5009536,1,0,0,216000,1,1,0,0,2,43,3,0,16,1
444,5009537,1,0,0,202500,1,1,1,0,2,43,5,0,57,1
445,5009540,1,0,0,202500,1,1,1,0,2,43,5,0,20,1
446,5009541,1,0,0,202500,1,1,1,0,2,43,5,1,13,1
447,5009543,0,0,0,198000,1,0,0,0,2,52,27,0,36,1
448,5009545,0,0,0,198000,1,0,0,0,2,52,27,0,49,1
449,5009546,0,0,0,198000,1,0,0,0,2,52,27,1,35,1
450,5009548,0,0,0,198000,1,0,0,0,2,52,27,0,2,1
451,5009551,0,0,0,198000,1,0,0,0,2,52,27,0,49,1
452,5009553,0,0,0,198000,1,0,0,0,2,52,27,0,3,1
453,5009554,0,0,0,198000,1,0,0,0,2,52,27,0,36,1
454,5009555,0,0,0,198000,1,0,0,0,2,52,27,0,54,1
455,5009556,0,0,0,198000,1,0,0,0,2,52,27,1,4,1
456,5009557,0,0,0,198000,1,0,0,0,2,52,27,0,19,1
457,5009558,0,0,0,198000,1,0,0,0,2,52,27,1,35,1
458,5009559,0,0,0,198000,1,0,0,0,2,52,27,0,43,1
459,5009560,0,0,0,198000,1,0,0,0,2,52,27,0,37,1
460,5009561,0,0,0,198000,1,0,0,0,2,52,27,0,25,1
461,5009565,1,0,0,180000,1,1,1,0,2,42,9,0,40,1
462,5009566,1,0,0,180000,1,1,1,0,2,42,9,0,10,1
463,5009567,1,0,0,180000,1,1,1,0,2,42,9,0,21,1
464,5009568,1,0,0,180000,1,1,1,0,2,42,9,0,19,1
465,5009569,1,0,0,180000,1,1,1,0,2,42,9,0,19,1
466,5009570,1,0,0,180000,1,1,1,0,2,42,9,0,56,1
467,5009571,1,0,0,180000,1,1,1,0,2,42,9,0,35,1
468,5009572,1,0,0,180000,1,1,1,0,2,42,9,0,51,1
469,5009573,1,0,0,180000,1,1,1,0,2,42,9,0,20,1
470,5009574,1,0,0,180000,1,1,1,0,2,42,9,0,9,1
471,5009575,1,0,0,315000,1,0,0,0,2,47,3,0,24,1
472,5009576,1,0,0,315000,1,0,0,0,2,47,3,0,10,1
473,5009582,0,0,0,90000,1,0,0,0,1,32,2,2,21,1
474,5009583,0,0,0,90000,1,0,0,0,1,32,2,0,23,1
475,5009584,0,0,0,90000,1,0,0,0,1,32,2,2,21,1
476,5009585,0,0,0,45000,1,0,1,0,1,40,3,0,31,1
477,5009586,0,0,0,45000,1,0,1,0,1,40,3,0,12,1
478,5009593,1,0,0,144000,1,1,1,0,2,48,3,0,22,1
479,5009594,1,0,0,144000,1,1,1,0,2,48,3,0,9,1
480,5009595,1,0,0,144000,1,1,1,0,2,48,3,0,22,1
481,5009597,1,0,0,144000,1,1,1,0,2,48,3,0,42,1
482,5009599,1,0,0,144000,1,1,1,0,2,48,3,0,22,1
483,5009600,1,0,0,144000,1,1,1,0,2,48,3,0,41,1
484,5009602,1,0,0,315000,1,1,1,0,2,37,8,0,43,1
485,5009603,0,0,1,112500,1,1,0,0,3,36,11,0,38,1
486,5009605,0,0,1,112500,1,1,0,0,3,36,11,0,6,1
487,5009606,0,0,1,112500,1,1,0,0,3,36,11,0,6,1
488,5009607,0,0,2,144000,1,1,1,0,4,34,3,0,24,1
489,5009608,0,0,2,144000,1,1,1,0,4,34,3,0,24,1
490,5009609,0,0,2,144000,1,1,1,0,4,34,3,0,33,1
491,5009610,0,0,2,144000,1,1,1,0,4,34,3,0,7,1
492,5009611,0,0,2,144000,1,1,1,0,4,34,3,0,24,1
493,5009612,0,0,2,144000,1,1,1,0,4,34,3,0,24,1
494,5009613,0,0,2,144000,1,1,1,0,4,34,3,0,40,1
495,5009614,0,0,2,144000,1,1,1,0,4,34,3,0,11,1
496,5009620,1,0,0,135000,1,1,0,0,2,53,1,0,42,1
497,5009622,1,0,0,135000,1,1,0,0,2,53,1,0,42,1
498,5009623,1,0,0,135000,1,1,0,0,2,53,1,0,42,1
499,5009624,1,0,0,135000,1,1,0,0,2,53,1,0,6,1
500,5009625,0,0,0,238500,1,1,0,0,2,53,10,0,39,1
501,5009627,0,0,0,238500,1,1,0,0,2,53,10,0,39,1
502,5009628,0,0,0,238500,1,1,0,0,2,53,10,15,45,1
503,5009629,0,0,0,238500,1,1,0,0,2,53,10,0,42,1
504,5009631,0,0,0,112500,1,0,1,0,2,28,6,0,28,1
505,5009632,0,0,0,112500,1,0,1,0,2,28,6,0,13,1
506,5009633,1,0,1,144000,1,1,0,0,3,28,1,0,24,1
507,5009634,1,0,1,144000,1,1,0,0,3,28,1,0,10,1
508,5009646,0,0,0,117000,1,1,0,0,1,41,11,0,16,1
509,5009647,0,0,0,117000,1,1,0,0,1,41,11,0,19,1
510,5009648,0,0,0,117000,1,1,0,0,1,41,11,0,17,1
511,5009671,0,0,0,135000,1,1,0,0,2,44,2,0,9,1
512,5009672,0,0,0,135000,1,1,0,0,2,44,2,0,7,1
513,5009694,1,0,0,1350000,1,0,1,1,2,36,5,2,23,1
514,5009695,1,0,0,1350000,1,0,1,1,2,36,5,1,6,1
515,5009698,1,0,0,1350000,1,0,1,1,2,36,5,1,27,1
516,5009699,1,0,0,1350000,1,0,1,1,2,36,5,1,7,1
517,5009700,1,0,0,1350000,1,0,1,1,2,36,5,1,8,1
518,5009706,0,0,0,157500,1,0,0,0,2,32,1,0,5,1
519,5009707,0,0,0,157500,1,0,0,0,2,32,1,0,16,1
520,5009709,0,0,0,157500,1,0,0,0,2,32,1,0,12,1
521,5009711,1,0,0,135000,1,1,1,0,2,31,2,0,5,1
522,5009712,1,0,0,135000,1,1,1,0,2,31,2,0,9,1
523,5009724,0,0,0,135000,1,0,1,0,2,28,7,0,42,1
524,5009725,0,0,0,135000,1,0,1,0,2,28,7,0,11,1
525,5009726,0,0,0,135000,1,0,1,0,2,28,7,0,8,1
526,5009727,0,0,0,135000,1,0,1,0,2,28,7,0,58,1
527,5009729,1,0,0,292500,1,1,0,0,2,37,4,0,5,1
528,5009730,1,0,0,292500,1,1,0,0,2,37,4,0,5,1
529,5009731,1,0,0,292500,1,1,0,0,2,37,4,0,6,1
530,5009732,1,0,0,270000,1,1,1,0,2,53,21,0,50,1
531,5009733,1,0,0,270000,1,1,1,0,2,53,21,0,50,1
532,5009734,1,0,0,270000,1,1,1,0,2,53,21,0,50,1
533,5009736,1,0,0,99000,1,1,1,0,2,41,13,0,17,1
534,5009737,1,0,0,99000,1,1,1,0,2,41,13,0,6,1
535,5009738,1,0,0,99000,1,1,1,0,2,41,13,0,5,1
536,5009739,1,0,0,99000,1,1,1,0,2,41,13,0,17,1
537,5009740,1,0,0,99000,1,1,1,0,2,41,13,0,16,1
538,5009741,1,0,0,99000,1,1,1,0,2,41,13,0,16,1
539,5009742,0,0,0,135000,1,1,1,0,2,34,7,0,15,1
540,5009743,0,0,0,135000,1,1,1,0,2,34,7,0,21,1
541,5009757,1,0,0,270000,1,0,0,0,1,25,5,0,27,1
542,5009758,1,0,0,270000,1,0,0,0,1,25,5,0,28,1
543,5009759,1,0,0,270000,1,0,0,0,1,25,5,0,19,1
544,5009760,1,0,0,270000,1,0,0,0,1,25,5,0,10,1
545,5009761,1,0,0,270000,1,0,0,0,1,25,5,0,19,1
546,5009762,0,0,0,135000,1,0,0,0,1,39,9,0,17,1
547,5009764,0,0,0,135000,1,0,0,0,1,39,9,0,14,1
548,5009765,0,0,0,135000,1,0,0,0,1,39,9,0,14,1
549,5009766,0,0,0,135000,1,0,0,0,1,39,9,0,28,1
550,5009767,0,0,0,135000,1,0,0,0,1,39,9,0,14,1
551,5009768,0,0,0,135000,1,0,0,0,1,39,9,0,20,1
552,5009773,0,0,0,135000,1,0,0,0,1,39,9,0,28,1
553,5009774,0,0,0,135000,1,0,0,0,1,39,9,0,31,1
554,5009775,0,0,0,135000,1,0,0,0,1,39,9,0,14,1
555,5009777,0,0,0,135000,1,0,0,0,1,39,9,0,17,1
556,5009779,0,0,0,135000,1,0,0,0,1,39,9,0,5,1
557,5009783,1,0,2,445500,1,1,0,0,4,41,19,0,29,1
558,5009784,1,0,2,445500,1,1,0,0,4,41,19,0,29,1
559,5009805,0,0,1,202500,1,1,1,0,3,33,9,0,10,1
560,5009806,0,0,1,202500,1,1,1,0,3,33,9,0,21,1
561,5009807,0,0,1,202500,1,1,1,0,3,33,9,0,26,1
562,5009808,0,0,1,202500,1,1,1,0,3,33,9,0,35,1
563,5009809,0,0,1,202500,1,1,1,0,3,33,9,0,32,1
564,5009810,0,0,1,202500,1,1,1,0,3,33,9,0,52,1
565,5009811,0,0,1,202500,1,1,1,0,3,33,9,0,22,1
566,5009812,0,0,1,202500,1,1,1,0,3,33,9,0,35,1
567,5009813,0,0,1,202500,1,1,1,0,3,33,9,0,19,1
568,5009814,0,0,1,202500,1,1,1,0,3,33,9,0,14,1
569,5009816,0,0,1,202500,1,1,1,0,3,33,9,0,22,1
570,5009817,0,0,1,202500,1,1,1,0,3,33,9,0,22,1
571,5009819,1,0,0,99000,1,0,1,0,2,41,15,0,9,1
572,5009820,1,0,0,99000,1,0,1,0,2,41,15,0,9,1
573,5009821,1,0,0,99000,1,0,1,0,2,41,15,0,13,1
574,5009822,1,0,0,99000,1,0,1,0,2,41,15,0,21,1
575,5009823,1,0,0,99000,1,0,1,0,2,41,15,0,21,1
576,5009824,1,0,0,99000,1,0,1,0,2,41,15,0,22,1
577,5009825,1,0,0,99000,1,0,1,0,2,41,15,1,9,1
578,5009826,0,0,0,112500,1,1,0,0,2,44,2,0,26,1
579,5009827,0,0,0,112500,1,1,0,0,2,44,2,0,26,1
580,5009828,0,0,0,112500,1,1,0,0,2,44,2,0,26,1
581,5009829,0,0,0,112500,1,1,0,0,2,44,2,0,25,1
582,5009830,0,0,0,112500,1,1,0,0,2,44,2,0,26,1
583,5009831,1,0,0,166500,1,1,0,0,2,29,5,0,20,1
584,5009832,1,0,0,166500,1,1,0,0,2,29,5,0,6,1
585,5009833,1,0,0,166500,1,1,0,0,2,29,5,0,40,1
586,5009834,1,0,0,166500,1,1,0,0,2,29,5,0,5,1
587,5009835,1,0,0,166500,1,1,0,0,2,29,5,0,14,1
588,5009836,1,0,0,166500,1,1,0,0,2,29,5,0,45,1
589,5009837,0,0,0,135000,1,0,0,0,2,36,16,0,12,1
590,5009838,0,0,0,135000,1,0,0,0,2,36,16,0,12,1
591,5009839,1,0,0,202500,1,0,0,0,2,35,2,0,34,1
592,5009841,1,0,0,202500,1,0,0,0,2,35,2,0,35,1
593,5009843,0,0,0,81000,1,0,0,0,1,50,5,1,22,1
594,5009844,1,0,0,180000,1,1,0,0,2,44,1,0,14,1
595,5009845,1,0,0,180000,1,1,0,0,2,44,1,0,46,1
596,5009846,0,0,0,225000,1,0,1,0,2,34,2,0,35,1
597,5009847,0,0,0,99000,1,0,0,0,2,28,2,0,17,1
598,5009848,0,0,0,99000,1,0,0,0,2,28,2,0,32,1
599,5009849,0,0,0,99000,1,0,0,0,2,28,2,0,52,1
600,5009850,1,0,0,360000,1,1,1,0,1,29,2,0,23,1
601,5009851,1,0,0,360000,1,1,1,0,1,29,2,0,16,1
602,5009852,1,0,0,360000,1,1,1,0,1,29,2,0,7,1
603,5009853,1,0,0,360000,1,1,1,0,1,29,2,0,39,1
604,5009854,1,0,0,360000,1,1,1,0,1,29,2,0,7,1
605,5009856,1,0,0,360000,1,1,1,0,1,29,2,1,7,1
606,5009857,1,0,0,360000,1,1,1,0,1,29,2,0,39,1
607,5009858,1,0,0,360000,1,1,1,0,1,29,2,0,22,1
608,5009859,1,0,0,360000,1,1,1,0,1,29,2,0,28,1
609,5009860,1,0,0,360000,1,1,1,0,1,29,2,0,15,1
610,5009864,1,0,0,225000,1,1,0,0,2,40,4,0,32,1
611,5009865,1,0,0,225000,1,1,0,0,2,40,4,0,43,1
612,5009866,1,0,0,225000,1,1,0,0,2,40,4,0,58,1
613,5009867,1,0,0,225000,1,1,0,0,2,40,4,0,40,1
614,5009868,1,0,0,225000,1,1,0,0,2,40,4,0,57,1
615,5009872,1,0,2,427500,1,1,0,0,4,42,18,0,39,1
616,5009873,1,0,2,427500,1,1,0,0,4,42,18,1,35,1
617,5009874,1,0,2,427500,1,1,0,0,4,42,18,0,5,1
618,5009875,1,0,2,427500,1,1,0,0,4,42,18,1,35,1
619,5009877,0,1,2,157500,1,1,1,0,4,43,4,0,8,1
620,5009878,0,1,2,157500,1,1,1,0,4,43,4,0,6,1
621,5009879,0,1,2,144000,1,1,0,0,4,27,6,0,4,1
622,5009889,1,1,0,270000,1,0,0,1,1,37,4,0,15,1
623,5009890,1,1,0,270000,1,0,0,1,1,37,4,0,16,1
624,5009893,1,0,1,157500,1,0,0,0,3,33,7,0,18,1
625,5009897,1,1,2,90000,1,0,0,0,4,31,2,1,6,1
626,5009898,1,1,2,90000,1,0,0,0,4,31,2,0,7,1
627,5009899,1,1,2,90000,1,0,0,0,4,31,2,0,7,1
628,5009900,1,0,0,202500,1,0,0,0,2,53,11,0,49,1
629,5009903,1,0,0,202500,1,0,0,0,2,53,11,0,47,1
630,5009906,1,0,0,202500,1,0,0,0,2,53,11,0,31,1
631,5009907,1,0,0,202500,1,0,0,0,2,53,11,0,18,1
632,5009908,1,0,0,202500,1,0,0,0,2,53,11,3,5,1
633,5009909,1,0,0,202500,1,0,0,0,2,53,11,3,34,1
634,5009910,1,0,0,202500,1,0,0,0,2,53,11,0,46,1
635,5009911,1,0,0,202500,1,0,0,0,2,53,11,0,49,1
636,5009914,0,1,2,99000,1,0,1,0,4,35,2,1,30,1
637,5009915,0,1,2,99000,1,0,1,0,4,35,2,0,30,1
638,5009916,0,1,2,99000,1,0,1,0,4,35,2,1,13,1
639,5009917,0,1,2,99000,1,0,1,0,4,35,2,1,19,1
640,5009918,0,1,2,99000,1,0,1,0,4,35,2,2,11,1
641,5009919,0,1,2,99000,1,0,1,0,4,35,2,0,22,1
642,5009922,1,1,0,360000,1,0,0,0,2,55,21,0,13,1
643,5009923,1,1,0,360000,1,0,0,0,2,55,21,0,44,1
644,5009924,1,1,0,360000,1,0,0,0,2,55,21,0,21,1
645,5009925,1,1,0,360000,1,0,0,0,2,55,21,0,6,1
646,5009927,1,1,0,360000,1,0,0,0,2,55,21,0,26,1
647,5009928,1,1,0,360000,1,0,0,0,2,55,21,0,26,1
648,5009929,1,1,0,360000,1,0,0,0,2,55,21,0,29,1
649,5009930,1,1,0,360000,1,0,0,0,2,55,21,0,20,1
650,5009931,1,1,0,360000,1,0,0,0,2,55,21,0,7,1
651,5009932,1,1,0,360000,1,0,0,0,2,55,21,0,7,1
652,5009934,0,1,2,157500,1,0,0,0,4,30,7,0,11,1
653,5009935,0,1,2,157500,1,0,0,0,4,30,7,0,7,1
654,5009938,0,1,2,157500,1,0,0,0,4,30,7,4,36,1
655,5009939,0,1,2,157500,1,0,0,0,4,30,7,0,12,1
656,5009940,0,1,2,157500,1,0,0,0,4,30,7,1,7,1
657,5009941,0,1,2,157500,1,0,0,0,4,30,7,0,12,1
658,5009942,0,1,2,157500,1,0,0,0,4,30,7,0,12,1
659,5009943,0,1,2,157500,1,0,0,0,4,30,7,0,14,1
660,5009946,1,1,2,90000,1,0,0,0,4,35,13,0,31,1
661,5009947,1,1,2,90000,1,0,0,0,4,35,13,0,31,1
662,5009949,1,1,2,90000,1,0,0,0,4,35,13,0,7,1
663,5009950,1,1,2,90000,1,0,0,0,4,35,13,0,31,1
664,5009965,1,1,0,180000,1,0,0,0,2,57,11,0,13,1
665,5009966,1,1,0,180000,1,0,0,0,2,57,11,0,21,1
666,5009967,1,1,0,180000,1,0,0,0,2,57,11,1,41,1
667,5009968,1,1,0,180000,1,0,0,0,2,57,11,0,17,1
668,5009969,1,1,0,180000,1,0,0,0,2,57,11,0,42,1
669,5009970,1,1,0,180000,1,0,0,0,2,57,11,0,42,1
670,5009971,1,1,0,180000,1,0,0,0,2,57,11,0,12,1
671,5009978,1,1,0,180000,1,0,0,0,2,57,11,0,11,1
672,5009979,1,1,0,180000,1,0,0,0,2,57,11,1,12,1
673,5009980,1,1,0,180000,1,0,0,0,2,57,11,0,12,1
674,5009981,1,1,0,180000,1,0,0,0,2,57,11,0,12,1
675,5009983,1,1,0,180000,1,0,0,0,2,57,11,1,13,1
676,5009984,1,1,0,180000,1,0,0,0,2,57,11,0,8,1
677,5009985,1,1,0,180000,1,0,0,0,2,57,11,0,11,1
678,5009986,1,1,0,180000,1,0,0,0,2,57,11,0,6,1
679,5009991,1,0,2,157500,1,0,0,1,4,41,7,0,38,1
680,5009992,1,0,2,157500,1,0,0,1,4,41,7,0,7,1
681,5009993,0,1,0,135000,1,0,0,0,2,47,11,0,53,1
682,5009994,1,1,1,360000,1,0,0,0,3,39,2,0,7,1
683,5009995,1,1,1,360000,1,0,0,0,3,39,2,0,21,1
684,5009996,1,1,1,360000,1,0,0,0,3,39,2,0,7,1
685,5009997,1,1,1,360000,1,0,0,0,3,39,2,0,41,1
686,5009998,1,1,1,360000,1,0,0,0,3,39,2,0,43,1
687,5009999,1,0,1,157500,1,0,1,1,3,34,8,0,59,1
688,5010000,1,0,1,157500,1,0,1,1,3,34,8,0,43,1
689,5010001,0,1,2,157500,1,0,0,0,4,34,6,0,29,1
690,5010002,0,1,2,157500,1,0,0,0,4,34,6,1,35,1
691,5010003,0,1,2,157500,1,0,0,0,4,34,6,1,15,1
692,5010004,0,1,2,157500,1,0,0,0,4,34,6,1,17,1
693,5010007,0,1,1,112500,1,0,1,0,3,30,10,0,10,1
694,5010009,0,1,1,112500,1,0,1,0,3,30,10,0,31,1
695,5010010,0,1,1,112500,1,0,1,0,3,30,10,0,10,1
696,5010011,0,1,1,112500,1,0,1,0,3,30,10,0,10,1
697,5010012,0,1,1,112500,1,0,1,0,3,30,10,0,10,1
698,5010023,0,1,0,135000,1,0,0,0,2,57,7,1,8,1
699,5010025,0,1,0,135000,1,0,0,0,2,57,7,2,8,1
700,5010026,0,1,0,135000,1,0,0,0,2,57,7,0,21,1
701,5010027,0,1,0,135000,1,0,0,0,2,57,7,0,29,1
702,5010028,0,1,0,135000,1,0,0,0,2,57,7,0,32,1
703,5010041,0,1,0,67500,1,1,0,0,2,60,24,0,18,1
704,5010042,0,1,0,67500,1,1,0,0,2,60,24,0,19,1
705,5010043,0,1,0,67500,1,1,0,0,2,60,24,0,19,1
706,5010044,0,1,0,67500,1,1,0,0,2,60,24,0,9,1
707,5010045,0,1,0,67500,1,1,0,0,2,60,24,0,9,1
708,5010046,0,1,0,67500,1,1,0,0,2,60,24,0,13,1
709,5010047,0,1,0,67500,1,1,0,0,2,60,24,1,24,1
710,5010048,0,1,0,67500,1,1,0,0,2,60,24,0,19,1
711,5010049,0,1,0,67500,1,1,0,0,2,60,24,0,9,1
712,5010052,0,1,0,90000,1,0,0,1,2,51,9,0,40,1
713,5010053,0,1,0,90000,1,0,0,1,2,51,9,1,6,1
714,5010055,0,1,0,90000,1,0,0,1,2,51,9,0,18,1
715,5010056,0,1,0,90000,1,0,0,1,2,51,9,0,8,1
716,5010057,1,1,0,112500,1,0,1,1,1,47,7,0,5,1
717,5010058,1,1,0,112500,1,0,1,1,1,47,7,0,56,1
718,5010067,0,1,0,360000,1,0,0,0,1,51,22,1,20,1
719,5010068,0,1,0,360000,1,0,0,0,1,51,22,0,29,1
720,5010070,0,1,0,279000,1,0,0,1,1,31,2,0,11,1
721,5010072,0,1,0,157500,1,0,0,0,2,46,10,0,24,1
722,5010073,0,1,0,157500,1,0,0,0,2,46,10,0,20,1
723,5010075,0,1,0,157500,1,0,0,0,2,46,10,0,60,1
724,5010076,0,1,0,157500,1,0,0,0,2,46,10,0,22,1
725,5010077,1,0,2,157500,1,0,0,0,4,35,4,0,19,1
726,5010078,1,0,2,157500,1,0,0,0,4,35,4,0,11,1
727,5010079,1,0,2,157500,1,0,0,0,4,35,4,0,12,1
728,5010081,0,1,0,135000,1,0,1,1,2,58,1,0,58,1
729,5010083,0,1,0,135000,1,0,1,1,2,58,1,0,9,1
730,5010084,0,1,0,135000,1,0,1,1,2,58,1,0,9,1
731,5010085,0,1,0,135000,1,0,1,1,2,58,1,0,49,1
732,5010086,0,1,0,135000,1,0,1,1,2,58,1,0,8,1
733,5010087,0,1,0,135000,1,0,1,1,2,58,1,0,18,1
734,5010088,1,1,0,112500,1,0,0,1,1,23,3,0,18,1
735,5010089,0,0,0,225000,1,0,0,0,2,29,5,0,5,1
736,5010090,0,0,0,225000,1,0,0,0,2,29,5,0,23,1
737,5010091,0,0,0,225000,1,0,0,0,2,29,5,0,19,1
738,5010092,0,0,0,225000,1,0,0,0,2,29,5,0,22,1
739,5010093,0,0,0,225000,1,0,0,0,2,29,5,1,11,1
740,5010094,0,0,0,225000,1,0,0,0,2,29,5,0,4,1
741,5010099,1,1,2,306000,1,0,0,0,4,38,11,0,43,1
742,5010101,1,1,2,306000,1,0,0,0,4,38,11,0,40,1
743,5010102,1,1,2,306000,1,0,0,0,4,38,11,0,43,1
744,5010117,0,1,1,67500,1,1,1,0,3,43,6,0,20,1
745,5010119,1,1,0,315000,1,0,0,0,2,39,3,0,13,1
746,5010120,1,1,0,315000,1,0,0,0,2,39,3,0,25,1
747,5010121,1,1,0,315000,1,0,0,0,2,39,3,0,3,1
748,5010122,1,1,0,315000,1,0,0,0,2,39,3,0,19,1
749,5010123,1,1,0,315000,1,0,0,0,2,39,3,0,13,1
750,5010126,0,1,2,270000,1,1,1,1,4,36,6,0,10,1
751,5010127,0,1,2,270000,1,1,1,1,4,36,6,0,16,1
752,5010128,0,1,2,270000,1,1,1,1,4,36,6,0,24,1
753,5010129,0,1,2,270000,1,1,1,1,4,36,6,0,51,1
754,5010133,0,1,2,270000,1,1,1,1,4,36,6,0,57,1
755,5010135,0,1,2,270000,1,1,1,1,4,36,6,0,40,1
756,5010136,0,1,2,270000,1,1,1,1,4,36,6,0,11,1
757,5010137,0,1,2,270000,1,1,1,1,4,36,6,0,43,1
758,5010147,1,1,1,157500,1,0,0,0,3,35,16,0,22,1
759,5010150,1,1,1,157500,1,0,0,0,3,35,16,0,30,1
760,5010151,1,1,1,157500,1,0,0,0,3,35,16,0,22,1
761,5010152,1,1,1,157500,1,0,0,0,3,35,16,0,21,1
762,5010153,1,1,1,157500,1,0,0,0,3,35,16,0,36,1
763,5010154,1,1,1,157500,1,0,0,0,3,35,16,0,25,1
764,5010156,1,1,1,157500,1,0,0,0,3,35,16,0,22,1
765,5010160,1,1,0,252000,1,0,1,1,2,61,5,0,30,1
766,5010161,1,1,0,252000,1,0,1,1,2,61,5,0,30,1
767,5010162,1,1,0,252000,1,0,1,1,2,61,5,0,8,1
768,5010163,1,1,0,252000,1,0,1,1,2,61,5,0,31,1
769,5010164,1,1,0,252000,1,0,1,1,2,61,5,0,40,1
770,5010165,0,1,0,135000,1,0,0,0,2,51,6,1,11,1
771,5010166,0,1,0,135000,1,0,0,0,2,51,6,1,16,1
772,5010170,0,1,0,135000,1,0,0,0,2,51,6,1,32,1
773,5010172,0,1,0,135000,1,0,0,0,2,59,2,0,43,1
774,5010173,0,1,0,135000,1,0,0,0,2,59,2,0,29,1
775,5010174,0,1,0,90000,1,0,0,1,2,25,3,0,1,1
776,5010182,0,0,1,247500,1,0,1,0,2,46,19,0,38,1
777,5010183,0,0,1,247500,1,0,1,0,2,46,19,0,39,1
778,5010184,0,0,1,247500,1,0,1,0,2,46,19,0,39,1
779,5010185,0,0,1,247500,1,0,1,0,2,46,19,0,21,1
780,5010186,0,0,1,247500,1,0,1,0,2,46,19,0,32,1
781,5010187,0,0,1,247500,1,0,1,0,2,46,19,0,38,1
782,5010188,0,1,0,76500,1,0,1,0,2,43,14,0,58,1
783,5010190,0,1,0,76500,1,0,1,0,2,43,14,6,17,1
784,5010195,0,1,0,360000,1,0,0,0,2,50,4,0,28,1
785,5010198,1,1,0,135000,1,0,0,1,2,28,6,0,10,1
786,5010199,1,1,0,135000,1,0,0,1,2,28,6,2,12,1
787,5010200,1,1,0,135000,1,0,0,1,2,28,6,0,10,1
